sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,run,source_file,model,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
67,promotion,Female,40–49,Bachelor’s degree,Other,Divorced,"16,000,000–25,000,000 VND",Chinese,4,3,5,1,2,5,4,3,2,4,4,3,1,1,4,4,5,3,6,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample67__promotion,4.0,2.6666666666666665,3.0,3.6666666666666665,2.0,4.5,2.5,4.5,2.0
68,promotion,Male,50–59,Bachelor’s degree,Student,Living with parents,"<15,000,000 VND",Chinese,1,2,1,2,1,5,1,1,4,5,3,5,4,1,4,2,3,3,4,,,,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample68__promotion,1.3333333333333333,2.6666666666666665,2.0,4.333333333333333,3.0,2.5,,3.0,
69,promotion,Male,40–49,Bachelor’s degree,Managerial employee,Single,"16,000,000–25,000,000 VND",Chinese,5,1,4,1,2,4,4,4,2,2,4,5,1,4,1,3,4,5,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample69__promotion,3.3333333333333335,2.3333333333333335,3.3333333333333335,3.6666666666666665,2.0,3.5,2.5,3.5,2.0
70,promotion,Male,50–59,Postgraduate degree,Student,Divorced,"26,000,000–35,000,000 VND",Chinese,5,1,1,1,4,5,5,1,1,1,3,1,2,1,4,3,4,4,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample70__promotion,2.3333333333333335,3.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,3.5,2.5,4.0,2.0
71,promotion,Male,40–49,Bachelor’s degree,Civil servant,Living with parents,"36,000,000–45,000,000 VND",Chinese,2,1,3,4,5,2,5,4,4,3,3,3,4,3,4,3,4,4,5,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample71__promotion,2.0,3.6666666666666665,4.333333333333333,3.0,3.6666666666666665,3.5,2.0,4.0,2.0
72,promotion,Female,30–39,High school,Office worker,Single,">46,000,000 VND",Chinese,5,1,2,4,2,5,5,3,1,1,1,5,3,4,5,4,5,3,4,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample72__promotion,2.6666666666666665,3.6666666666666665,3.0,2.3333333333333335,4.0,4.5,2.0,4.0,2.0
73,promotion,Male,40–49,Bachelor’s degree,Office worker,Married,"16,000,000–25,000,000 VND",Chinese,3,1,5,3,4,1,2,4,4,4,5,2,5,3,5,4,5,6,3,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample73__promotion,3.0,2.6666666666666665,3.3333333333333335,3.6666666666666665,4.333333333333333,4.5,2.5,4.5,2.0
74,promotion,Female,50–59,High school,Other,Single,">46,000,000 VND",Chinese,4,5,5,2,2,3,4,4,4,5,1,3,5,4,3,4,5,4,3,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample74__promotion,4.666666666666667,2.3333333333333335,4.0,3.0,4.0,4.5,2.0,4.0,2.0
75,promotion,Female,<20,Postgraduate degree,Blue-collar worker,Single,"<15,000,000 VND",Chinese,3,4,2,1,4,3,3,1,5,1,4,5,3,4,2,3,4,4,5,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample75__promotion,3.0,2.6666666666666665,3.0,3.3333333333333335,3.0,3.5,3.5,4.0,3.0
76,promotion,Male,50–59,Postgraduate degree,Managerial employee,Married,"<15,000,000 VND",Chinese,5,2,2,1,2,1,2,4,4,2,2,3,3,3,2,3,4,3,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample76__promotion,3.0,1.3333333333333333,3.3333333333333335,2.3333333333333335,2.6666666666666665,3.5,2.5,3.0,2.0
77,promotion,Male,40–49,Postgraduate degree,Civil servant,Married,"<15,000,000 VND",Chinese,4,3,5,3,5,2,5,5,4,3,3,1,3,5,1,5,6,6,4,3.0,2.0,1.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample77__promotion,4.0,3.3333333333333335,4.666666666666667,2.3333333333333335,3.0,5.5,1.5,5.25,2.0
78,promotion,Male,<20,High school,Civil servant,Living with parents,"<15,000,000 VND",Chinese,3,2,3,4,5,2,1,5,5,5,4,5,1,3,4,3,4,5,6,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample78__promotion,2.6666666666666665,3.6666666666666665,3.6666666666666665,4.666666666666667,2.6666666666666665,3.5,3.5,4.5,3.0
79,promotion,Male,<20,High school,Student,Living with parents,">46,000,000 VND",Chinese,3,4,1,5,3,1,2,1,3,5,3,3,2,4,3,3,4,2,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample79__promotion,2.6666666666666665,3.0,2.0,3.6666666666666665,3.0,3.5,2.5,3.5,2.0
80,promotion,Male,50–59,Postgraduate degree,Student,Married,"36,000,000–45,000,000 VND",Chinese,2,5,1,3,1,3,4,2,3,5,5,3,5,3,3,3,4,3,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample80__promotion,2.6666666666666665,2.3333333333333335,3.0,4.333333333333333,3.6666666666666665,3.5,2.5,3.0,2.0
81,promotion,Female,>60,Bachelor’s degree,Other,Living with parents,">46,000,000 VND",Chinese,1,4,5,4,5,5,4,1,3,1,4,4,3,1,4,3,4,5,4,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample81__promotion,3.3333333333333335,4.666666666666667,2.6666666666666665,3.0,2.6666666666666665,3.5,2.5,4.0,2.0
82,promotion,Male,30–39,Bachelor’s degree,Civil servant,Divorced,">46,000,000 VND",Chinese,2,4,1,4,3,5,2,4,1,5,5,3,2,1,5,4,5,3,4,2.0,3.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample82__promotion,2.3333333333333335,4.0,2.3333333333333335,4.333333333333333,2.6666666666666665,4.5,3.0,4.0,2.6666666666666665
83,promotion,Female,50–59,High school,Office worker,Single,"<15,000,000 VND",Chinese,4,5,5,1,2,3,1,2,4,4,2,2,5,3,1,3,4,2,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample83__promotion,4.666666666666667,2.0,2.3333333333333335,2.6666666666666665,3.0,3.5,2.5,3.5,2.0
84,promotion,Male,<20,Bachelor’s degree,Other,Divorced,"16,000,000–25,000,000 VND",Chinese,2,2,5,5,4,2,5,2,5,3,4,3,3,4,2,3,4,5,4,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample84__promotion,3.0,3.6666666666666665,4.0,3.3333333333333335,3.0,3.5,3.5,4.0,3.0
85,promotion,Female,>60,Postgraduate degree,Office worker,Married,"16,000,000–25,000,000 VND",Chinese,2,5,3,4,1,2,2,1,1,3,4,5,5,4,3,3,4,3,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample85__promotion,3.3333333333333335,2.3333333333333335,1.3333333333333333,4.0,4.0,3.5,2.5,3.75,2.0
86,promotion,Male,<20,Postgraduate degree,Managerial employee,Married,"<15,000,000 VND",Chinese,3,4,2,1,1,1,2,4,2,1,2,5,4,2,3,4,5,4,3,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample86__promotion,3.0,1.0,2.6666666666666665,2.6666666666666665,3.0,4.5,3.5,4.0,3.0
87,promotion,Female,>60,Bachelor’s degree,Civil servant,Married,"<15,000,000 VND",Chinese,2,2,3,1,3,5,5,4,5,5,2,1,3,2,2,3,4,3,2,1.0,1.0,2.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample87__promotion,2.3333333333333335,3.0,4.666666666666667,2.6666666666666665,2.3333333333333335,3.5,1.5,3.0,1.3333333333333333
88,promotion,Female,20–29,Postgraduate degree,Other,Single,"<15,000,000 VND",Chinese,3,3,1,4,5,5,5,2,5,1,2,4,3,2,4,4,5,3,6,1.0,2.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample88__promotion,2.3333333333333335,4.666666666666667,4.0,2.3333333333333335,3.0,4.5,3.0,4.5,2.3333333333333335
89,promotion,Male,<20,Postgraduate degree,Blue-collar worker,Single,"16,000,000–25,000,000 VND",Chinese,4,1,1,3,5,2,4,2,3,3,2,2,5,4,2,4,5,3,6,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample89__promotion,2.0,3.3333333333333335,3.0,2.3333333333333335,3.6666666666666665,4.5,2.0,4.5,2.0
90,promotion,Male,30–39,Bachelor’s degree,Blue-collar worker,Divorced,"36,000,000–45,000,000 VND",Chinese,5,2,5,2,1,1,5,4,5,2,1,5,2,2,3,3,4,3,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample90__promotion,4.0,1.3333333333333333,4.666666666666667,2.6666666666666665,2.3333333333333335,3.5,2.5,3.75,2.0
91,promotion,Female,40–49,Postgraduate degree,Civil servant,Married,">46,000,000 VND",Chinese,4,2,1,1,5,1,1,3,5,5,3,4,1,3,1,3,2,3,4,1.0,1.0,2.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample91__promotion,2.3333333333333335,2.3333333333333335,3.0,4.0,1.6666666666666667,2.5,1.5,3.0,1.3333333333333333
92,promotion,Male,40–49,High school,Civil servant,Living with parents,">46,000,000 VND",Chinese,2,3,4,5,1,3,5,3,3,3,4,3,5,1,3,4,5,6,3,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample92__promotion,3.0,3.0,3.6666666666666665,3.3333333333333335,3.0,4.5,2.0,4.5,2.0
93,promotion,Male,20–29,High school,Blue-collar worker,Married,">46,000,000 VND",Chinese,5,1,1,2,3,1,5,4,2,4,2,2,3,2,5,3,4,3,5,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample93__promotion,2.3333333333333335,2.0,3.6666666666666665,2.6666666666666665,3.3333333333333335,3.5,3.5,3.75,3.0
94,promotion,Female,20–29,Bachelor’s degree,Office worker,Single,">46,000,000 VND",Chinese,4,3,1,3,4,4,4,2,1,1,2,2,1,4,1,4,5,3,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample94__promotion,2.6666666666666665,3.6666666666666665,2.3333333333333335,1.6666666666666667,2.0,4.5,2.5,3.5,2.0
95,promotion,Male,30–39,Postgraduate degree,Student,Single,"16,000,000–25,000,000 VND",Chinese,5,2,4,1,4,4,4,4,2,4,2,4,5,5,2,3,4,3,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample95__promotion,3.6666666666666665,3.0,3.3333333333333335,3.3333333333333335,4.0,3.5,2.5,3.75,2.0
96,promotion,Female,>60,Postgraduate degree,Blue-collar worker,Divorced,"26,000,000–35,000,000 VND",Chinese,2,4,1,2,3,5,3,3,4,5,4,5,2,5,4,3,4,3,5,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample96__promotion,2.3333333333333335,3.3333333333333335,3.3333333333333335,4.666666666666667,3.6666666666666665,3.5,2.0,3.75,2.0
97,promotion,Male,20–29,Bachelor’s degree,Managerial employee,Divorced,"26,000,000–35,000,000 VND",Chinese,2,2,1,1,1,3,3,5,3,2,4,1,4,5,1,3,4,2,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample97__promotion,1.6666666666666667,1.6666666666666667,3.6666666666666665,2.3333333333333335,3.3333333333333335,3.5,2.5,3.5,2.0
98,promotion,Female,50–59,High school,Blue-collar worker,Single,">46,000,000 VND",Chinese,2,3,3,2,3,2,5,4,1,4,2,4,4,3,3,3,4,5,6,,,,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample98__promotion,2.6666666666666665,2.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.5,,4.5,
99,promotion,Female,50–59,Postgraduate degree,Managerial employee,Married,"36,000,000–45,000,000 VND",Chinese,5,1,5,1,3,2,5,3,3,5,4,4,5,2,4,3,4,4,5,2.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample99__promotion,3.6666666666666665,2.0,3.6666666666666665,4.333333333333333,3.6666666666666665,3.5,2.5,4.0,2.3333333333333335
100,promotion,Female,20–29,Bachelor’s degree,Other,Married,"26,000,000–35,000,000 VND",Chinese,5,3,2,3,1,4,4,1,5,2,2,2,5,2,3,4,5,3,6,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample100__promotion,3.3333333333333335,2.6666666666666665,3.3333333333333335,2.0,3.3333333333333335,4.5,2.0,4.5,2.0
101,promotion,Female,>60,Postgraduate degree,Student,Single,"16,000,000–25,000,000 VND",Chinese,2,5,3,4,3,5,3,4,5,4,3,5,1,1,3,3,4,5,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample101__promotion,3.3333333333333335,4.0,4.0,4.0,1.6666666666666667,3.5,2.5,3.5,2.0
102,promotion,Female,>60,Postgraduate degree,Student,Single,">46,000,000 VND",Chinese,1,4,1,4,3,5,1,5,5,3,2,5,4,1,2,3,4,5,6,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample102__promotion,2.0,4.0,3.6666666666666665,3.3333333333333335,2.3333333333333335,3.5,3.5,4.5,3.0
103,promotion,Male,30–39,Bachelor’s degree,Office worker,Single,">46,000,000 VND",Chinese,1,2,1,2,1,3,4,1,4,5,1,4,2,4,4,3,4,3,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample103__promotion,1.3333333333333333,2.0,3.0,3.3333333333333335,3.3333333333333335,3.5,2.5,3.75,2.0
104,promotion,Male,30–39,Postgraduate degree,Student,Married,"<15,000,000 VND",Chinese,3,2,3,2,3,2,4,1,5,2,1,3,5,5,2,4,5,3,4,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample104__promotion,2.6666666666666665,2.3333333333333335,3.3333333333333335,2.0,4.0,4.5,2.0,4.0,2.0
105,promotion,Female,30–39,High school,Office worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,3,2,5,5,3,3,2,3,5,2,3,2,1,3,3,3,4,5,6,2.0,4.0,5.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample105__promotion,3.3333333333333335,3.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3.5,4.5,4.5,3.6666666666666665
106,promotion,Female,40–49,Postgraduate degree,Civil servant,Divorced,"<15,000,000 VND",Chinese,4,2,5,2,5,5,1,5,2,5,1,4,2,5,5,4,3,3,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample106__promotion,3.6666666666666665,4.0,2.6666666666666665,3.3333333333333335,4.0,3.5,2.5,3.0,2.0
107,promotion,Female,<20,High school,Managerial employee,Single,"26,000,000–35,000,000 VND",Chinese,3,4,5,1,1,2,2,4,4,1,3,4,5,5,3,3,4,3,5,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample107__promotion,4.0,1.3333333333333333,3.3333333333333335,2.6666666666666665,4.333333333333333,3.5,3.5,3.75,3.0
108,promotion,Male,>60,High school,Student,Divorced,"<15,000,000 VND",Chinese,3,2,3,2,1,2,1,4,2,3,5,3,3,3,3,2,3,4,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample108__promotion,2.6666666666666665,1.6666666666666667,2.3333333333333335,3.6666666666666665,3.0,2.5,2.5,3.5,2.0
109,promotion,Male,30–39,High school,Other,Single,"36,000,000–45,000,000 VND",Chinese,3,1,4,4,2,5,2,5,1,2,2,5,3,3,5,3,4,3,5,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample109__promotion,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.0,3.6666666666666665,3.5,2.0,3.75,2.0
110,promotion,Female,>60,High school,Other,Living with parents,">46,000,000 VND",Chinese,5,3,3,5,5,2,1,3,1,3,3,2,2,1,5,3,4,3,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample110__promotion,3.6666666666666665,4.0,1.6666666666666667,2.6666666666666665,2.6666666666666665,3.5,2.5,3.75,2.0
111,promotion,Female,40–49,Bachelor’s degree,Blue-collar worker,Divorced,"16,000,000–25,000,000 VND",Chinese,2,4,5,1,4,2,3,2,5,1,5,2,1,3,1,4,5,3,6,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample111__promotion,3.6666666666666665,2.3333333333333335,3.3333333333333335,2.6666666666666665,1.6666666666666667,4.5,2.5,4.5,2.0
112,promotion,Male,50–59,High school,Student,Living with parents,">46,000,000 VND",Chinese,5,2,1,4,3,3,1,3,4,5,1,2,3,1,2,3,4,5,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample112__promotion,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,2.0,3.5,2.5,3.5,2.0
113,promotion,Male,>60,Postgraduate degree,Blue-collar worker,Married,"<15,000,000 VND",Chinese,4,5,1,1,5,1,2,4,5,5,4,2,4,2,3,3,4,2,3,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample113__promotion,3.3333333333333335,2.3333333333333335,3.6666666666666665,3.6666666666666665,3.0,3.5,2.5,3.0,2.0
114,promotion,Male,30–39,Bachelor’s degree,Blue-collar worker,Living with parents,"36,000,000–45,000,000 VND",Chinese,3,2,3,4,5,3,5,5,3,1,1,3,3,5,2,4,5,6,3,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample114__promotion,2.6666666666666665,4.0,4.333333333333333,1.6666666666666667,3.3333333333333335,4.5,2.0,4.5,2.0
115,promotion,Female,20–29,Bachelor’s degree,Blue-collar worker,Single,"26,000,000–35,000,000 VND",Chinese,2,4,5,1,4,2,1,1,1,2,1,3,4,5,1,3,4,3,5,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample115__promotion,3.6666666666666665,2.3333333333333335,1.0,2.0,3.3333333333333335,3.5,3.5,3.75,3.0
116,promotion,Male,30–39,High school,Other,Single,">46,000,000 VND",Chinese,2,5,1,3,4,3,5,1,1,1,1,3,3,4,4,5,6,4,3,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample116__promotion,2.6666666666666665,3.3333333333333335,2.3333333333333335,1.6666666666666667,3.6666666666666665,5.5,3.5,4.5,3.0
117,promotion,Female,<20,High school,Blue-collar worker,Married,"16,000,000–25,000,000 VND",Chinese,4,2,4,5,5,2,3,1,1,5,3,3,3,5,1,3,4,5,6,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample117__promotion,3.3333333333333335,4.0,1.6666666666666667,3.6666666666666665,3.0,3.5,3.5,4.5,3.0
118,promotion,Male,<20,High school,Civil servant,Married,"16,000,000–25,000,000 VND",Chinese,1,3,2,4,5,2,3,1,3,2,2,4,2,4,2,4,5,3,6,2.0,3.0,1.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample118__promotion,2.0,3.6666666666666665,2.3333333333333335,2.6666666666666665,2.6666666666666665,4.5,2.0,4.5,2.0
119,promotion,Female,30–39,High school,Other,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,3,5,4,5,2,5,1,4,3,4,2,5,4,1,5,4,3,6,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample119__promotion,4.0,3.6666666666666665,3.3333333333333335,3.0,3.3333333333333335,4.5,2.0,4.5,2.0
120,promotion,Male,40–49,Bachelor’s degree,Office worker,Single,"36,000,000–45,000,000 VND",Chinese,2,1,5,5,3,1,4,4,5,2,1,5,2,5,3,3,4,5,2,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample120__promotion,2.6666666666666665,3.0,4.333333333333333,2.6666666666666665,3.3333333333333335,3.5,2.5,3.5,2.0
121,promotion,Male,50–59,Postgraduate degree,Other,Married,">46,000,000 VND",Chinese,2,1,2,5,4,2,4,5,3,4,2,2,1,3,1,3,4,5,4,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample121__promotion,1.6666666666666667,3.6666666666666665,4.0,2.6666666666666665,1.6666666666666667,3.5,3.5,4.0,3.0
122,promotion,Male,50–59,High school,Student,Married,"16,000,000–25,000,000 VND",Chinese,1,3,1,5,5,5,2,2,4,2,3,1,2,2,3,3,4,3,2,1.0,2.0,2.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample122__promotion,1.6666666666666667,5.0,2.6666666666666665,2.0,2.3333333333333335,3.5,2.0,3.0,1.6666666666666667
123,promotion,Female,50–59,Postgraduate degree,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,2,5,4,2,4,2,1,3,3,3,5,3,3,3,4,4,5,4,3,2.0,3.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample123__promotion,3.6666666666666665,2.6666666666666665,2.3333333333333335,3.6666666666666665,3.3333333333333335,4.5,3.0,4.0,2.6666666666666665
124,promotion,Male,20–29,High school,Office worker,Single,"26,000,000–35,000,000 VND",Chinese,4,4,1,1,2,4,4,3,5,3,4,3,2,3,4,4,5,3,6,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample124__promotion,3.0,2.3333333333333335,4.0,3.3333333333333335,3.0,4.5,3.5,4.5,3.0
125,promotion,Female,50–59,Postgraduate degree,Blue-collar worker,Married,"16,000,000–25,000,000 VND",Chinese,4,3,4,1,1,5,4,4,1,3,2,1,1,1,5,4,5,3,2,1.0,1.0,2.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample125__promotion,3.6666666666666665,2.3333333333333335,3.0,2.0,2.3333333333333335,4.5,1.5,3.5,1.3333333333333333
126,promotion,Female,<20,High school,Student,Single,"26,000,000–35,000,000 VND",Chinese,1,4,5,1,5,3,4,5,4,4,3,2,5,1,3,3,4,5,4,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample126__promotion,3.3333333333333335,3.0,4.333333333333333,3.0,3.0,3.5,3.5,4.0,3.0
127,promotion,Male,<20,Postgraduate degree,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,5,3,3,3,1,1,1,1,5,3,3,2,4,2,4,4,5,3,4,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample127__promotion,3.6666666666666665,1.6666666666666667,2.3333333333333335,2.6666666666666665,3.3333333333333335,4.5,2.0,4.0,2.0
128,promotion,Male,40–49,Bachelor’s degree,Blue-collar worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,3,3,1,1,2,3,2,1,4,3,1,5,2,5,3,4,2,5,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample128__promotion,3.3333333333333335,1.3333333333333333,2.0,2.6666666666666665,4.0,3.5,2.5,3.5,2.0
129,promotion,Female,50–59,High school,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,4,1,1,3,2,4,5,1,3,1,2,1,4,1,4,5,3,6,1.0,2.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample129__promotion,3.0,2.0,3.3333333333333335,2.0,2.0,4.5,2.5,4.5,2.0
130,promotion,Female,50–59,Postgraduate degree,Student,Single,"<15,000,000 VND",Chinese,4,5,2,5,3,3,2,2,3,3,2,3,2,4,5,4,5,3,4,,,,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample130__promotion,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.6666666666666665,3.6666666666666665,4.5,,4.0,
131,promotion,Female,50–59,Postgraduate degree,Student,Single,"16,000,000–25,000,000 VND",Chinese,2,2,1,3,3,5,5,1,2,3,1,5,3,2,4,3,4,3,4,2.0,1.0,2.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample131__promotion,1.6666666666666667,3.6666666666666665,2.6666666666666665,3.0,3.0,3.5,1.5,3.5,1.6666666666666667
132,promotion,Male,<20,Postgraduate degree,Managerial employee,Divorced,"<15,000,000 VND",Chinese,2,5,4,5,2,3,4,2,4,2,1,2,1,1,1,3,4,5,4,2.0,3.0,4.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample132__promotion,3.6666666666666665,3.3333333333333335,3.3333333333333335,1.6666666666666667,1.0,3.5,3.5,4.0,3.0
133,promotion,Female,>60,Bachelor’s degree,Civil servant,Single,"36,000,000–45,000,000 VND",Chinese,4,5,1,3,3,4,2,5,3,4,1,2,1,4,3,5,6,4,3,2.0,1.0,3.0,1,deepseek-v2_236b_1.csv,deepseek-v2_236b,deepseek-v2_236b__run01__sample133__promotion,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.6666666666666665,5.5,2.0,4.5,2.0
